ZipCode,Month,Year,CustomerClass,Combined,TotalCustomers,TotalkWh,AveragekWh
92014,5,2024,I,Y,0,0,0
92014,5,2024,R,N,1889,569763,302
92019,5,2024,A,Y,0,0,0
92019,5,2024,C,Y,0,0,0
92019,5,2024,I,Y,0,0,0
92019,5,2024,R,N,7529,1359897,181
92020,5,2024,A,Y,0,0,0
92020,5,2024,C,N,2057,13702259,6661
92020,5,2024,I,Y,0,0,0
92020,5,2024,R,N,19565,4836151,247
92021,5,2024,A,Y,0,0,0
92021,5,2024,C,Y,0,0,0
92021,5,2024,I,Y,0,0,0
92021,5,2024,R,N,12774,2913862,228
92024,5,2024,A,Y,0,0,0
92024,5,2024,C,Y,0,0,0
92024,5,2024,I,Y,0,0,0
92024,5,2024,R,Y,4676,1058542,226
92025,5,2024,A,Y,0,0,0
92025,5,2024,C,Y,391,4043561,10342
92025,5,2024,I,Y,0,0,0
92025,5,2024,R,Y,2898,395375,136
92026,5,2024,A,Y,0,0,0
92026,5,2024,C,N,93,921821,9912
92026,5,2024,I,Y,0,0,0
92026,5,2024,R,N,3285,448627,137
92027,5,2024,A,Y,0,0,0
92027,5,2024,C,Y,0,0,0
92027,5,2024,I,Y,0,0,0
92027,5,2024,R,Y,3241,404400,125
92028,5,2024,A,Y,0,0,0
92028,5,2024,C,Y,0,0,0
92028,5,2024,I,Y,0,0,0
92028,5,2024,R,N,4304,387295,90
92029,5,2024,A,Y,0,0,0
92029,5,2024,C,Y,0,0,0
92029,5,2024,I,Y,0,0,0
92029,5,2024,R,N,1194,650318,545
92036,5,2024,A,Y,0,0,0
92036,5,2024,C,Y,0,0,0
92036,5,2024,I,Y,0,0,0
92036,5,2024,R,Y,401,76439,191
92037,5,2024,A,Y,0,0,0
92037,5,2024,C,Y,0,0,0
92037,5,2024,I,Y,0,0,0
92037,5,2024,R,Y,5450,1706150,313
92040,5,2024,A,Y,0,0,0
92040,5,2024,C,Y,0,0,0
92040,5,2024,I,Y,0,0,0
92040,5,2024,R,N,3186,769154,241
92045,5,2024,C,Y,0,0,0
92045,5,2024,I,Y,0,0,0
92045,5,2024,R,Y,0,0,0
92049,5,2024,A,Y,0,0,0
92049,5,2024,C,Y,0,0,0
92049,5,2024,I,Y,0,0,0
92049,5,2024,R,Y,0,0,0
92054,5,2024,A,Y,0,0,0
92054,5,2024,C,Y,743,5703537,7676
92054,5,2024,I,Y,0,0,0
92054,5,2024,R,Y,7490,1357533,181
92055,5,2024,A,Y,0,0,0
92055,5,2024,C,Y,0,0,0
92055,5,2024,I,Y,0,0,0
92055,5,2024,R,Y,0,0,0
92056,5,2024,A,Y,0,0,0
92056,5,2024,C,Y,0,0,0
92056,5,2024,I,Y,0,0,0
92056,5,2024,R,N,13018,2112615,162
92057,5,2024,A,Y,0,0,0
92057,5,2024,C,Y,0,0,0
92057,5,2024,I,Y,0,0,0
92057,5,2024,R,Y,9515,789536,83
92058,5,2024,A,Y,0,0,0
92058,5,2024,C,Y,0,0,0
92058,5,2024,I,Y,0,0,0
92058,5,2024,R,Y,5467,1562450,286
92059,5,2024,A,Y,0,0,0
92059,5,2024,C,Y,0,0,0
92059,5,2024,I,Y,0,0,0
92059,5,2024,R,N,419,157564,376
92060,5,2024,A,Y,0,0,0
92060,5,2024,C,Y,0,0,0
92060,5,2024,I,Y,0,0,0
92060,5,2024,R,Y,0,0,0
92061,5,2024,A,Y,0,0,0
92061,5,2024,C,Y,0,0,0
92061,5,2024,I,Y,0,0,0
92061,5,2024,R,N,406,93963,231
92064,5,2024,A,Y,0,0,0
92064,5,2024,C,Y,0,0,0
92064,5,2024,I,Y,0,0,0
92064,5,2024,R,Y,15756,1618438,103
92065,5,2024,A,Y,0,0,0
92065,5,2024,C,Y,0,0,0
92065,5,2024,I,Y,0,0,0
92065,5,2024,R,Y,2837,253750,89
92066,5,2024,A,Y,0,0,0
92066,5,2024,C,Y,0,0,0
92066,5,2024,I,Y,0,0,0
92066,5,2024,R,Y,0,0,0
92067,5,2024,A,Y,0,0,0
92067,5,2024,C,N,79,576655,7299
92067,5,2024,I,Y,0,0,0
92067,5,2024,R,N,585,432223,739
92068,5,2024,A,Y,0,0,0
92068,5,2024,C,Y,0,0,0
92068,5,2024,I,Y,0,0,0
92068,5,2024,R,Y,0,0,0
92069,5,2024,A,Y,0,0,0
92069,5,2024,C,Y,0,0,0
92069,5,2024,I,Y,0,0,0
92069,5,2024,R,Y,3240,234739,72
92070,5,2024,A,Y,0,0,0
92070,5,2024,C,Y,0,0,0
92070,5,2024,I,Y,0,0,0
92070,5,2024,R,Y,0,0,0
92071,5,2024,A,Y,0,0,0
92071,5,2024,C,Y,1368,7688735,5620
92071,5,2024,I,Y,0,0,0
92071,5,2024,R,Y,20126,3736835,186
92072,5,2024,A,Y,0,0,0
92072,5,2024,C,Y,0,0,0
92072,5,2024,I,Y,0,0,0
92072,5,2024,R,Y,0,0,0
92075,5,2024,A,Y,0,0,0
92075,5,2024,C,N,698,2571983,3685
92075,5,2024,I,Y,0,0,0
92075,5,2024,R,N,5663,1709067,302
92078,5,2024,A,Y,0,0,0
92078,5,2024,C,Y,0,0,0
92078,5,2024,I,Y,0,0,0
92078,5,2024,R,N,3578,666057,186
92079,5,2024,A,Y,0,0,0
92079,5,2024,C,Y,0,0,0
92079,5,2024,I,Y,0,0,0
92079,5,2024,R,Y,0,0,0
92081,5,2024,A,Y,0,0,0
92081,5,2024,C,Y,638,5992163,9392
92081,5,2024,I,Y,0,0,0
92081,5,2024,R,Y,5530,1058005,191
92082,5,2024,A,Y,0,0,0
92082,5,2024,C,Y,0,0,0
92082,5,2024,I,Y,0,0,0
92082,5,2024,R,Y,1902,214075,113
92083,5,2024,A,Y,0,0,0
92083,5,2024,C,Y,0,0,0
92083,5,2024,I,Y,0,0,0
92083,5,2024,R,N,6688,1336883,200
92084,5,2024,A,Y,0,0,0
92084,5,2024,C,Y,351,1479793,4216
92084,5,2024,I,Y,0,0,0
92084,5,2024,R,Y,4833,343437,71
92085,5,2024,A,Y,0,0,0
92085,5,2024,C,Y,0,0,0
92085,5,2024,I,Y,0,0,0
92085,5,2024,R,Y,0,0,0
92086,5,2024,A,Y,0,0,0
92086,5,2024,C,Y,0,0,0
92086,5,2024,I,Y,0,0,0
92086,5,2024,R,Y,120,16072,134
92091,5,2024,A,Y,0,0,0
92091,5,2024,C,Y,0,0,0
92091,5,2024,I,Y,0,0,0
92091,5,2024,R,N,171,72839,426
92092,5,2024,A,Y,0,0,0
92092,5,2024,C,Y,0,0,0
92092,5,2024,I,Y,0,0,0
92092,5,2024,R,Y,0,0,0
92093,5,2024,A,Y,0,0,0
92093,5,2024,C,Y,0,0,0
92093,5,2024,I,Y,0,0,0
92093,5,2024,R,Y,0,0,0
92096,5,2024,A,Y,0,0,0
92096,5,2024,C,Y,0,0,0
92096,5,2024,I,Y,0,0,0
92096,5,2024,R,Y,0,0,0
92101,5,2024,A,Y,0,0,0
92101,5,2024,C,Y,0,0,0
92101,5,2024,I,Y,0,0,0
92101,5,2024,R,Y,14894,4674691,314
92102,5,2024,A,Y,0,0,0
92102,5,2024,C,N,192,1372231,7147
92102,5,2024,I,Y,0,0,0
92102,5,2024,R,N,4304,853176,198
92103,5,2024,A,Y,0,0,0
92103,5,2024,C,Y,0,0,0
92103,5,2024,I,Y,0,0,0
92103,5,2024,R,Y,7104,1430075,201
92104,5,2024,A,Y,0,0,0
92104,5,2024,C,Y,0,0,0
92104,5,2024,I,Y,0,0,0
92104,5,2024,R,N,8114,1284476,158
92105,5,2024,A,Y,0,0,0
92105,5,2024,C,Y,0,0,0
92105,5,2024,I,Y,0,0,0
92105,5,2024,R,N,5442,1031264,190
92106,5,2024,A,Y,0,0,0
92106,5,2024,C,Y,0,0,0
92106,5,2024,I,Y,0,0,0
92106,5,2024,R,Y,1964,437238,223
92107,5,2024,A,Y,0,0,0
92107,5,2024,C,Y,0,0,0
92107,5,2024,I,Y,0,0,0
92107,5,2024,R,N,4187,740644,177
92108,5,2024,A,Y,0,0,0
92108,5,2024,C,N,435,9631222,22141
92108,5,2024,I,Y,0,0,0
92108,5,2024,R,N,7930,2139017,270
92109,5,2024,A,Y,0,0,0
92109,5,2024,C,Y,0,0,0
92109,5,2024,I,Y,0,0,0
92109,5,2024,R,N,8817,1642103,186
92110,5,2024,A,Y,0,0,0
92110,5,2024,C,Y,0,0,0
92110,5,2024,I,Y,0,0,0
92110,5,2024,R,N,4130,968596,235
92111,5,2024,A,Y,0,0,0
92111,5,2024,C,Y,614,4752173,7740
92111,5,2024,I,Y,0,0,0
92111,5,2024,R,Y,4057,796945,196
92112,5,2024,A,Y,0,0,0
92112,5,2024,C,Y,0,0,0
92112,5,2024,I,Y,0,0,0
92112,5,2024,R,Y,0,0,0
92113,5,2024,A,Y,0,0,0
92113,5,2024,C,Y,0,0,0
92113,5,2024,I,Y,0,0,0
92113,5,2024,R,N,3097,557176,180
92114,5,2024,A,Y,0,0,0
92114,5,2024,C,Y,0,0,0
92114,5,2024,I,Y,0,0,0
92114,5,2024,R,N,3089,611543,198
92115,5,2024,A,Y,0,0,0
92115,5,2024,C,Y,544,4651411,8550
92115,5,2024,I,Y,0,0,0
92115,5,2024,R,Y,7301,882556,121
92116,5,2024,A,Y,0,0,0
92116,5,2024,C,Y,0,0,0
92116,5,2024,I,Y,0,0,0
92116,5,2024,R,N,5759,892866,155
92117,5,2024,A,Y,0,0,0
92117,5,2024,C,Y,0,0,0
92117,5,2024,I,Y,0,0,0
92117,5,2024,R,N,5110,878923,172
92118,5,2024,A,Y,0,0,0
92118,5,2024,C,Y,0,0,0
92118,5,2024,I,Y,0,0,0
92118,5,2024,R,Y,7935,3009943,379
92119,5,2024,A,Y,0,0,0
92119,5,2024,C,Y,0,0,0
92119,5,2024,I,Y,0,0,0
92119,5,2024,R,N,2251,376955,167
92120,5,2024,A,Y,0,0,0
92120,5,2024,C,Y,0,0,0
92120,5,2024,I,Y,0,0,0
92120,5,2024,R,N,4026,949057,236
92121,5,2024,A,Y,0,0,0
92121,5,2024,C,Y,0,0,0
92121,5,2024,I,Y,0,0,0
92121,5,2024,R,Y,702,488571,696
92122,5,2024,A,Y,0,0,0
92122,5,2024,C,Y,0,0,0
92122,5,2024,I,Y,0,0,0
92122,5,2024,R,N,9812,2349497,239
92123,5,2024,A,Y,0,0,0
92123,5,2024,C,Y,471,18062178,38349
92123,5,2024,I,Y,0,0,0
92123,5,2024,R,Y,4561,1579983,346
92124,5,2024,A,Y,0,0,0
92124,5,2024,C,Y,0,0,0
92124,5,2024,I,Y,0,0,0
92124,5,2024,R,N,2870,653331,228
92126,5,2024,A,Y,0,0,0
92126,5,2024,C,Y,605,3573172,5906
92126,5,2024,I,Y,0,0,0
92126,5,2024,R,Y,7895,1498948,190
92127,5,2024,A,Y,0,0,0
92127,5,2024,C,Y,0,0,0
92127,5,2024,I,Y,0,0,0
92127,5,2024,R,N,3459,1327569,384
92128,5,2024,A,Y,0,0,0
92128,5,2024,C,Y,0,0,0
92128,5,2024,I,Y,0,0,0
92128,5,2024,R,Y,5433,1375863,253
92129,5,2024,A,Y,0,0,0
92129,5,2024,C,Y,0,0,0
92129,5,2024,I,Y,0,0,0
92129,5,2024,R,N,4249,858184,202
92130,5,2024,A,Y,0,0,0
92130,5,2024,C,Y,0,0,0
92130,5,2024,I,Y,0,0,0
92130,5,2024,R,N,6143,1481811,241
92131,5,2024,A,Y,0,0,0
92131,5,2024,C,Y,0,0,0
92131,5,2024,I,Y,0,0,0
92131,5,2024,R,Y,3172,519884,164
92132,5,2024,A,Y,0,0,0
92132,5,2024,C,Y,0,0,0
92132,5,2024,I,Y,0,0,0
92132,5,2024,R,Y,0,0,0
92134,5,2024,A,Y,0,0,0
92134,5,2024,C,Y,0,0,0
92134,5,2024,I,Y,0,0,0
92134,5,2024,R,Y,0,0,0
92135,5,2024,A,Y,0,0,0
92135,5,2024,C,Y,0,0,0
92135,5,2024,I,Y,0,0,0
92135,5,2024,R,Y,0,0,0
92136,5,2024,A,Y,0,0,0
92136,5,2024,C,Y,0,0,0
92136,5,2024,I,Y,0,0,0
92136,5,2024,R,Y,0,0,0
92139,5,2024,A,Y,0,0,0
92139,5,2024,C,Y,0,0,0
92139,5,2024,I,Y,0,0,0
92139,5,2024,R,N,1881,347451,185
92145,5,2024,A,Y,0,0,0
92145,5,2024,C,Y,0,0,0
92145,5,2024,I,Y,0,0,0
92145,5,2024,R,Y,0,0,0
92152,5,2024,A,Y,0,0,0
92152,5,2024,C,Y,0,0,0
92152,5,2024,I,Y,0,0,0
92152,5,2024,R,Y,0,0,0
92154,5,2024,A,Y,0,0,0
92154,5,2024,C,Y,587,8232538,14025
92154,5,2024,I,Y,0,0,0
92154,5,2024,R,Y,4869,1263367,259
92155,5,2024,A,Y,0,0,0
92155,5,2024,C,Y,0,0,0
92155,5,2024,I,Y,0,0,0
92155,5,2024,R,Y,0,0,0
92158,5,2024,A,Y,0,0,0
92158,5,2024,C,Y,0,0,0
92158,5,2024,I,Y,0,0,0
92158,5,2024,R,Y,0,0,0
92161,5,2024,A,Y,0,0,0
92161,5,2024,C,Y,0,0,0
92161,5,2024,I,Y,0,0,0
92161,5,2024,R,Y,0,0,0
92173,5,2024,A,Y,0,0,0
92173,5,2024,C,Y,0,0,0
92173,5,2024,I,Y,0,0,0
92173,5,2024,R,N,1163,168027,144
92179,5,2024,A,Y,0,0,0
92179,5,2024,C,Y,0,0,0
92179,5,2024,I,Y,0,0,0
92179,5,2024,R,Y,0,0,0
92182,5,2024,A,Y,0,0,0
92182,5,2024,C,Y,0,0,0
92182,5,2024,I,Y,0,0,0
92182,5,2024,R,Y,0,0,0
92199,5,2024,A,Y,0,0,0
92199,5,2024,C,Y,0,0,0
92199,5,2024,I,Y,0,0,0
92199,5,2024,R,Y,0,0,0
92536,5,2024,A,Y,0,0,0
92536,5,2024,C,Y,0,0,0
92536,5,2024,I,Y,0,0,0
92536,5,2024,R,Y,0,0,0
92624,5,2024,A,Y,0,0,0
92624,5,2024,C,Y,0,0,0
92624,5,2024,I,Y,0,0,0
92624,5,2024,R,N,2879,1023655,356
92625,5,2024,A,Y,0,0,0
92629,5,2024,A,Y,0,0,0
92629,5,2024,C,Y,0,0,0
92629,5,2024,I,Y,0,0,0
92629,5,2024,R,N,13112,4527675,345
92649,5,2024,A,Y,0,0,0
92651,5,2024,A,Y,0,0,0
92651,5,2024,C,Y,0,0,0
92651,5,2024,I,Y,0,0,0
92651,5,2024,R,Y,1638,765420,467
92653,5,2024,A,Y,0,0,0
92653,5,2024,C,Y,0,0,0
92653,5,2024,I,Y,0,0,0
92653,5,2024,R,N,5769,2029005,352
92654,5,2024,A,Y,0,0,0
92654,5,2024,C,Y,0,0,0
92654,5,2024,I,Y,0,0,0
92654,5,2024,R,Y,0,0,0
92656,5,2024,A,Y,0,0,0
92656,5,2024,C,Y,0,0,0
92656,5,2024,I,Y,0,0,0
92656,5,2024,R,N,2353,639892,272
92672,5,2024,A,Y,0,0,0
92672,5,2024,C,Y,0,0,0
92672,5,2024,I,Y,0,0,0
92672,5,2024,R,Y,15502,4655658,300
92673,5,2024,A,Y,0,0,0
92673,5,2024,C,N,767,5603627,7306
92673,5,2024,I,Y,0,0,0
92673,5,2024,R,N,10213,3203309,314
92674,5,2024,A,Y,0,0,0
92674,5,2024,C,Y,0,0,0
92674,5,2024,I,Y,0,0,0
92674,5,2024,R,Y,0,0,0
92675,5,2024,A,Y,0,0,0
92675,5,2024,C,Y,1311,7562826,5769
92675,5,2024,I,Y,0,0,0
92675,5,2024,R,Y,11953,4423638,370
92676,5,2024,A,Y,0,0,0
92676,5,2024,C,Y,0,0,0
92676,5,2024,I,Y,0,0,0
92676,5,2024,R,Y,0,0,0
92677,5,2024,A,Y,0,0,0
92677,5,2024,C,Y,1702,11836336,6954
92677,5,2024,I,Y,0,0,0
92677,5,2024,R,Y,23053,7461892,324
92679,5,2024,A,Y,0,0,0
92679,5,2024,C,Y,0,0,0
92679,5,2024,I,Y,0,0,0
92679,5,2024,R,N,3211,1058943,330
92688,5,2024,A,Y,0,0,0
92688,5,2024,C,Y,0,0,0
92688,5,2024,I,Y,0,0,0
92688,5,2024,R,N,1981,415639,210
92690,5,2024,A,Y,0,0,0
92690,5,2024,C,Y,0,0,0
92690,5,2024,I,Y,0,0,0
92690,5,2024,R,Y,0,0,0
92691,5,2024,A,Y,0,0,0
92691,5,2024,C,Y,0,0,0
92691,5,2024,I,Y,0,0,0
92691,5,2024,R,Y,3920,1100751,281
92692,5,2024,A,Y,0,0,0
92692,5,2024,C,Y,0,0,0
92692,5,2024,I,Y,0,0,0
92692,5,2024,R,N,6316,1708848,271
92693,5,2024,A,Y,0,0,0
92693,5,2024,C,Y,0,0,0
92693,5,2024,I,Y,0,0,0
92693,5,2024,R,Y,0,0,0
92694,5,2024,A,Y,0,0,0
92694,5,2024,C,Y,0,0,0
92694,5,2024,I,Y,0,0,0
92694,5,2024,R,N,12880,3920240,304
91901,6,2024,A,Y,0,0,0
91901,6,2024,C,Y,0,0,0
91901,6,2024,I,Y,0,0,0
91901,6,2024,R,Y,2615,798470,305
91902,6,2024,A,Y,0,0,0
91902,6,2024,C,Y,0,0,0
91902,6,2024,I,Y,0,0,0
91902,6,2024,R,N,957,268684,281
91905,6,2024,A,Y,0,0,0
91905,6,2024,C,Y,0,0,0
91905,6,2024,I,Y,0,0,0
91905,6,2024,R,Y,0,0,0
91906,6,2024,A,Y,0,0,0
91906,6,2024,C,Y,90,343363,3815
91906,6,2024,I,Y,0,0,0
91906,6,2024,R,Y,555,197743,356
91910,6,2024,A,Y,0,0,0
91910,6,2024,C,Y,492,5981946,12158
91910,6,2024,I,Y,0,0,0
91910,6,2024,R,Y,6544,1540574,235
91911,6,2024,A,Y,0,0,0
91911,6,2024,C,Y,653,5610650,8592
91911,6,2024,I,Y,0,0,0
91911,6,2024,R,Y,5532,1322704,239
91912,6,2024,A,Y,0,0,0
91912,6,2024,C,Y,0,0,0
91912,6,2024,I,Y,0,0,0
91912,6,2024,R,Y,0,0,0
91913,6,2024,A,Y,0,0,0
91913,6,2024,C,Y,0,0,0
91913,6,2024,I,Y,0,0,0
91913,6,2024,R,N,5662,1628389,288
91914,6,2024,A,Y,0,0,0
91914,6,2024,C,Y,0,0,0
91914,6,2024,I,Y,0,0,0
91914,6,2024,R,N,790,172408,218
91915,6,2024,A,Y,0,0,0
91915,6,2024,C,Y,0,0,0
91915,6,2024,I,Y,0,0,0
91915,6,2024,R,Y,3446,1075323,312
91916,6,2024,A,Y,0,0,0
91916,6,2024,C,Y,0,0,0
91916,6,2024,I,Y,0,0,0
91916,6,2024,R,Y,0,0,0
91917,6,2024,A,Y,0,0,0
91917,6,2024,C,Y,0,0,0
91917,6,2024,I,Y,0,0,0
91917,6,2024,R,Y,0,0,0
91931,6,2024,A,Y,0,0,0
91931,6,2024,C,Y,0,0,0
91931,6,2024,I,Y,0,0,0
91931,6,2024,R,Y,0,0,0
91932,6,2024,A,Y,0,0,0
91932,6,2024,C,Y,0,0,0
91932,6,2024,I,Y,0,0,0
91932,6,2024,R,N,3512,759401,216
91934,6,2024,A,Y,0,0,0
91934,6,2024,C,Y,0,0,0
91934,6,2024,I,Y,0,0,0
91934,6,2024,R,Y,0,0,0
91935,6,2024,A,Y,0,0,0
91935,6,2024,C,Y,0,0,0
91935,6,2024,I,Y,0,0,0
91935,6,2024,R,N,609,96312,158
91941,6,2024,A,Y,0,0,0
91941,6,2024,C,Y,0,0,0
91941,6,2024,I,Y,0,0,0
91941,6,2024,R,N,3175,721083,227
91942,6,2024,A,Y,0,0,0
91942,6,2024,C,N,506,4799788,9486
91942,6,2024,I,Y,0,0,0
91942,6,2024,R,N,6045,1685207,279
91945,6,2024,A,Y,0,0,0
91945,6,2024,C,N,587,2930543,4992
91945,6,2024,I,Y,0,0,0
91945,6,2024,R,N,9136,2219212,243
91948,6,2024,A,Y,0,0,0
91948,6,2024,C,Y,0,0,0
91948,6,2024,I,Y,0,0,0
91948,6,2024,R,Y,0,0,0
91950,6,2024,A,Y,0,0,0
91950,6,2024,C,Y,496,5752947,11599
91950,6,2024,I,Y,0,0,0
91950,6,2024,R,Y,2996,915842,306
91962,6,2024,A,Y,0,0,0
91962,6,2024,C,Y,0,0,0
91962,6,2024,I,Y,0,0,0
91962,6,2024,R,Y,0,0,0
91963,6,2024,A,Y,0,0,0
91963,6,2024,C,Y,0,0,0
91963,6,2024,I,Y,0,0,0
91963,6,2024,R,Y,0,0,0
91977,6,2024,A,Y,0,0,0
91977,6,2024,C,Y,0,0,0
91977,6,2024,I,Y,0,0,0
91977,6,2024,R,N,3421,792703,232
91978,6,2024,A,Y,0,0,0
91978,6,2024,C,Y,0,0,0
91978,6,2024,I,Y,0,0,0
91978,6,2024,R,N,607,159167,262
91980,6,2024,A,Y,0,0,0
91980,6,2024,C,Y,0,0,0
91980,6,2024,I,Y,0,0,0
91980,6,2024,R,Y,0,0,0
92003,6,2024,A,Y,0,0,0
92003,6,2024,C,Y,0,0,0
92003,6,2024,I,Y,0,0,0
92003,6,2024,R,N,387,59890,155
92004,6,2024,A,Y,0,0,0
92004,6,2024,C,Y,0,0,0
92004,6,2024,I,Y,0,0,0
92004,6,2024,R,Y,407,212726,523
92007,6,2024,A,Y,0,0,0
92007,6,2024,C,Y,0,0,0
92007,6,2024,I,Y,0,0,0
92007,6,2024,R,N,1199,286608,239
92008,6,2024,A,Y,0,0,0
92008,6,2024,C,Y,0,0,0
92008,6,2024,I,Y,0,0,0
92008,6,2024,R,N,4997,1342348,269
92009,6,2024,A,Y,0,0,0
92009,6,2024,C,Y,0,0,0
92009,6,2024,I,Y,0,0,0
92009,6,2024,R,N,4470,1174549,263
92010,6,2024,A,Y,0,0,0
92010,6,2024,C,Y,0,0,0
92010,6,2024,I,Y,0,0,0
92010,6,2024,R,N,2460,905045,368
92011,6,2024,A,Y,0,0,0
92011,6,2024,C,N,257,1928371,7503
92011,6,2024,I,Y,0,0,0
92011,6,2024,R,N,2972,814140,274
92014,6,2024,A,Y,0,0,0
92014,6,2024,C,Y,0,0,0
92014,6,2024,I,Y,0,0,0
92014,6,2024,R,N,1935,603236,312
92019,6,2024,A,Y,0,0,0
92019,6,2024,C,Y,0,0,0
92019,6,2024,I,Y,0,0,0
92019,6,2024,R,N,7588,2575364,339
92020,6,2024,A,Y,0,0,0
92020,6,2024,C,N,2047,14615809,7140
92020,6,2024,I,Y,0,0,0
92020,6,2024,R,N,19588,6838002,349
92021,6,2024,A,Y,0,0,0
92021,6,2024,C,N,888,6362113,7165
92021,6,2024,I,Y,0,0,0
92021,6,2024,R,N,13031,4678368,359
92024,6,2024,A,Y,0,0,0
92024,6,2024,C,Y,0,0,0
92024,6,2024,I,Y,0,0,0
92024,6,2024,R,Y,4785,1144814,239
92025,6,2024,A,Y,0,0,0
92025,6,2024,C,Y,406,4352146,10720
92025,6,2024,I,Y,0,0,0
92025,6,2024,R,Y,3073,713762,232
92026,6,2024,A,Y,0,0,0
92026,6,2024,C,N,95,1000133,10528
92026,6,2024,I,Y,0,0,0
92026,6,2024,R,N,3447,811945,236
92027,6,2024,A,Y,0,0,0
92027,6,2024,C,Y,0,0,0
92027,6,2024,I,Y,0,0,0
92027,6,2024,R,Y,3394,836887,247
92028,6,2024,A,Y,0,0,0
92028,6,2024,C,Y,0,0,0
92028,6,2024,I,Y,0,0,0
92028,6,2024,R,N,4462,706278,158
92029,6,2024,A,Y,0,0,0
92029,6,2024,C,Y,0,0,0
92029,6,2024,I,Y,0,0,0
92029,6,2024,R,N,1294,787990,609
92036,6,2024,A,Y,0,0,0
92036,6,2024,C,Y,0,0,0
92036,6,2024,I,Y,0,0,0
92036,6,2024,R,Y,416,117490,282
92037,6,2024,A,Y,0,0,0
92037,6,2024,C,Y,0,0,0
92037,6,2024,I,Y,0,0,0
92037,6,2024,R,Y,5679,1826190,322
92040,6,2024,A,Y,0,0,0
92040,6,2024,C,Y,0,0,0
92040,6,2024,I,Y,0,0,0
92040,6,2024,R,N,3315,1211176,365
92045,6,2024,C,Y,0,0,0
92045,6,2024,I,Y,0,0,0
92045,6,2024,R,Y,0,0,0
92049,6,2024,A,Y,0,0,0
92049,6,2024,C,Y,0,0,0
92049,6,2024,I,Y,0,0,0
92049,6,2024,R,Y,0,0,0
92054,6,2024,A,Y,0,0,0
92054,6,2024,C,Y,751,5657899,7534
92054,6,2024,I,Y,0,0,0
92054,6,2024,R,Y,7709,1597905,207
92055,6,2024,A,Y,0,0,0
92055,6,2024,C,Y,0,0,0
92055,6,2024,I,Y,0,0,0
92055,6,2024,R,Y,0,0,0
92056,6,2024,A,Y,0,0,0
92056,6,2024,C,Y,0,0,0
92056,6,2024,I,Y,0,0,0
92056,6,2024,R,N,13290,2463076,185
92057,6,2024,A,Y,0,0,0
92057,6,2024,C,Y,0,0,0
92057,6,2024,I,Y,0,0,0
92057,6,2024,R,N,10027,1163088,116
92058,6,2024,A,Y,0,0,0
92058,6,2024,C,Y,0,0,0
92058,6,2024,I,Y,0,0,0
92058,6,2024,R,Y,5517,1714276,311
92059,6,2024,A,Y,0,0,0
92059,6,2024,C,Y,0,0,0
92059,6,2024,I,Y,0,0,0
92059,6,2024,R,N,423,241424,571
92060,6,2024,A,Y,0,0,0
92060,6,2024,C,Y,0,0,0
92060,6,2024,I,Y,0,0,0
92060,6,2024,R,Y,0,0,0
92061,6,2024,A,Y,0,0,0
92061,6,2024,C,Y,0,0,0
92061,6,2024,I,Y,0,0,0
92061,6,2024,R,N,412,157657,383
92064,6,2024,A,Y,0,0,0
92064,6,2024,C,Y,0,0,0
92064,6,2024,I,Y,0,0,0
92064,6,2024,R,Y,15851,3680484,232
92065,6,2024,A,Y,0,0,0
92065,6,2024,C,Y,0,0,0
92065,6,2024,I,Y,0,0,0
92065,6,2024,R,Y,2940,807664,275
92066,6,2024,A,Y,0,0,0
92066,6,2024,C,Y,0,0,0
92066,6,2024,I,Y,0,0,0
92066,6,2024,R,Y,0,0,0
92067,6,2024,A,Y,0,0,0
92067,6,2024,C,N,79,574051,7266
92067,6,2024,I,Y,0,0,0
92067,6,2024,R,N,612,437802,715
92068,6,2024,A,Y,0,0,0
92068,6,2024,C,Y,0,0,0
92068,6,2024,I,Y,0,0,0
92068,6,2024,R,Y,0,0,0
92069,6,2024,A,Y,0,0,0
92069,6,2024,C,Y,0,0,0
92069,6,2024,I,Y,0,0,0
92069,6,2024,R,Y,3369,438259,130
92070,6,2024,A,Y,0,0,0
92070,6,2024,C,Y,0,0,0
92070,6,2024,I,Y,0,0,0
92070,6,2024,R,Y,0,0,0
92071,6,2024,A,Y,0,0,0
92071,6,2024,C,Y,1370,8394969,6128
92071,6,2024,I,Y,0,0,0
92071,6,2024,R,Y,20203,6441827,319
92072,6,2024,A,Y,0,0,0
92072,6,2024,C,Y,0,0,0
92072,6,2024,I,Y,0,0,0
92072,6,2024,R,Y,0,0,0
92075,6,2024,A,Y,0,0,0
92075,6,2024,C,N,699,2634790,3769
92075,6,2024,I,Y,0,0,0
92075,6,2024,R,N,5711,1769027,310
92078,6,2024,A,Y,0,0,0
92078,6,2024,C,Y,0,0,0
92078,6,2024,I,Y,0,0,0
92078,6,2024,R,N,3763,897120,238
92079,6,2024,A,Y,0,0,0
92079,6,2024,C,Y,0,0,0
92079,6,2024,I,Y,0,0,0
92079,6,2024,R,Y,0,0,0
92081,6,2024,A,Y,0,0,0
92081,6,2024,C,Y,649,5880555,9061
92081,6,2024,I,Y,0,0,0
92081,6,2024,R,Y,5746,1278965,223
92082,6,2024,A,Y,0,0,0
92082,6,2024,C,Y,0,0,0
92082,6,2024,I,Y,0,0,0
